user_id,problem
31028,0.30086124
31029,0.2928054
31030,0.3113431
31031,0.43835187
31032,0.20697863
31033,0.3007028
31034,0.9619564
31035,0.82254
31036,0.4876695
31037,0.49855056
31038,0.47535443
31039,0.5949756
31040,0.94048476
31041,0.4790547
31042,0.30399472
31043,0.5618937
31044,0.31437135
31045,0.2837342
31046,0.57505906
31047,0.27419195
31048,0.3213717
31049,0.43466362
31050,0.39707583
31051,0.26627728
31052,0.80564326
31053,0.5289622
31054,0.43394068
31055,0.33601162
31056,0.24748082
31057,0.6440988
31058,0.40383884
31059,0.36858118
31060,0.3362656
31061,0.34382352
31062,0.37975743
31063,0.2651952
31064,0.95165485
31065,0.49902996
31066,0.9181231
31067,0.4540831
31068,0.580318
31069,0.3423669
31070,0.61093944
31071,0.22413836
31072,0.20747451
31073,0.6455343
31074,0.4727522
31075,0.36879915
31076,0.65671325
31077,0.24867661
31078,0.26442683
31079,0.34818062
31080,0.9535439
31081,0.24823372
31082,0.36207548
31083,0.6705373
31084,0.23452604
31085,0.37473187
31086,0.28324378
31087,0.4335204
31088,0.26153415
31089,0.895155
31090,0.43369153
31091,0.338365
31092,0.35335398
31093,0.31774873
31094,0.37072444
31095,0.32918113
31096,0.59827876
31097,0.4359269
31098,0.7295472
31099,0.29823083
31100,0.36061552
31101,0.33324346
31102,0.835208
31103,0.3256028
31104,0.30041435
31105,0.55446094
31106,0.366603
31107,0.5569777
31108,0.9051945
31109,0.6661205
31110,0.39328763
31111,0.29900998
31112,0.8926836
31113,0.43554622
31114,0.38930953
31115,0.43163857
31116,0.28738427
31117,0.29100645
31118,0.36333063
31119,0.29714465
31120,0.5288944
31121,0.29107442
31122,0.27500576
31123,0.3710522
31124,0.57331693
31125,0.51466954
31126,0.29831266
31127,0.84634554
31128,0.20471747
31129,0.3880424
31130,0.95503086
31131,0.29689118
31132,0.43554622
31133,0.7093167
31134,0.34056526
31135,0.354045
31136,0.43974742
31137,0.3587694
31138,0.48734784
31139,0.89413184
31140,0.50179374
31141,0.38110557
31142,0.44226024
31143,0.8162405
31144,0.3992507
31145,0.91770524
31146,0.27094442
31147,0.4172223
31148,0.802673
31149,0.42415202
31150,0.9619569
31151,0.7139882
31152,0.5528778
31153,0.36744726
31154,0.3236284
31155,0.39537707
31156,0.24900483
31157,0.37773746
31158,0.51105624
31159,0.34433526
31160,0.65539175
31161,0.94571793
31162,0.19291633
31163,0.33709463
31164,0.6233992
31165,0.43430477
31166,0.36023074
31167,0.29515755
31168,0.890787
31169,0.28573763
31170,0.27378997
31171,0.37621036
31172,0.3743111
31173,0.45650312
31174,0.30886024
31175,0.3796577
31176,0.46967548
31177,0.41049516
31178,0.42032102
31179,0.42769256
31180,0.37403664
31181,0.9114994
31182,0.39770085
31183,0.3223029
31184,0.38287628
31185,0.5029176
31186,0.43123046
31187,0.45074412
31188,0.3091205
31189,0.33100212
31190,0.4936813
31191,0.89498943
31192,0.6007367
31193,0.38440925
31194,0.4670918
31195,0.89374876
31196,0.585802
31197,0.4217468
31198,0.3624347
31199,0.4582773
31200,0.29618528
31201,0.23316348
31202,0.3316407
31203,0.43171147
31204,0.45285705
31205,0.3641059
31206,0.4172002
31207,0.4276342
31208,0.96059424
31209,0.30554256
31210,0.725259
31211,0.3550289
31212,0.24379155
31213,0.85183674
31214,0.44891298
31215,0.39138785
31216,0.7065765
31217,0.78821915
31218,0.58887583
31219,0.31901953
31220,0.4379488
31221,0.6718045
31222,0.8137457
31223,0.38357937
31224,0.34256738
31225,0.48995262
31226,0.9762607
31227,0.41510665
31228,0.32394075
31229,0.42016914
31230,0.5241808
31231,0.39916077
31232,0.27656996
31233,0.31217444
31234,0.37971666
31235,0.37105912
31236,0.59320146
31237,0.3688766
31238,0.9328622
31239,0.94865245
31240,0.3018432
31241,0.41898093
31242,0.81980747
31243,0.592941
31244,0.41177678
31245,0.35225898
31246,0.39370492
31247,0.30686897
31248,0.31973538
31249,0.30514637
31250,0.88712466
31251,0.8811507
31252,0.51290894
31253,0.29597244
31254,0.38928387
31255,0.30150974
31256,0.4056401
31257,0.306774
31258,0.41678673
31259,0.54966277
31260,0.43236303
31261,0.39231774
31262,0.52845806
31263,0.5867865
31264,0.39991838
31265,0.30483028
31266,0.47056586
31267,0.29762203
31268,0.3688504
31269,0.3736772
31270,0.8292537
31271,0.43151858
31272,0.4355975
31273,0.9281558
31274,0.41014448
31275,0.3132858
31276,0.5740248
31277,0.23995137
31278,0.2795041
31279,0.41231346
31280,0.2879695
31281,0.39365995
31282,0.66485804
31283,0.42484745
31284,0.33633807
31285,0.38573828
31286,0.33905202
31287,0.9095512
31288,0.6620532
31289,0.32014167
31290,0.4533485
31291,0.65545726
31292,0.28511137
31293,0.44994795
31294,0.28858137
31295,0.3621582
31296,0.43331566
31297,0.56515807
31298,0.44302675
31299,0.62782574
31300,0.8422891
31301,0.139381
31302,0.39208815
31303,0.37926242
31304,0.8475602
31305,0.45939672
31306,0.29450443
31307,0.31040102
31308,0.9140133
31309,0.435087
31310,0.36038536
31311,0.79717356
31312,0.25428587
31313,0.4388767
31314,0.37098825
31315,0.37680796
31316,0.44641608
31317,0.55220234
31318,0.30810493
31319,0.407693
31320,0.44115266
31321,0.2871727
31322,0.33410695
31323,0.36899537
31324,0.37597567
31325,0.46751362
31326,0.659532
31327,0.6925619
31328,0.39991838
31329,0.3052972
31330,0.31416947
31331,0.41602552
31332,0.6169994
31333,0.3994182
31334,0.3890664
31335,0.45765233
31336,0.3036
31337,0.36858118
31338,0.31782934
31339,0.72723526
31340,0.31068766
31341,0.57617146
31342,0.3496194
31343,0.94813025
31344,0.44512725
31345,0.90573436
31346,0.33415836
31347,0.58721644
31348,0.49752477
31349,0.48983315
31350,0.9243392
31351,0.88440603
31352,0.46345738
31353,0.33100212
31354,0.5450912
31355,0.5944856
31356,0.4478319
31357,0.25357506
31358,0.2780436
31359,0.33672783
31360,0.3258745
31361,0.9350855
31362,0.43974742
31363,0.5790777
31364,0.31661108
31365,0.8792761
31366,0.41375974
31367,0.47666213
31368,0.6248336
31369,0.30645058
31370,0.3444971
31371,0.5394947
31372,0.31762555
31373,0.592667
31374,0.61738765
31375,0.35469627
31376,0.5215198
31377,0.33100212
31378,0.38440925
31379,0.5741811
31380,0.3828304
31381,0.48796764
31382,0.44781688
31383,0.8988791
31384,0.23706442
31385,0.3763562
31386,0.51184297
31387,0.31048635
31388,0.2654071
31389,0.81074786
31390,0.38637388
31391,0.38637388
31392,0.90661114
31393,0.25466803
31394,0.22323294
31395,0.33016986
31396,0.36031428
31397,0.33183894
31398,0.29616114
31399,0.24759501
31400,0.2612143
31401,0.35155335
31402,0.56987685
31403,0.32909927
31404,0.9158397
31405,0.46015823
31406,0.23706442
31407,0.30396438
31408,0.3469378
31409,0.8904553
31410,0.4862699
31411,0.2793817
31412,0.45459175
31413,0.27223676
31414,0.36858118
31415,0.31611168
31416,0.5129557
31417,0.37098825
31418,0.42470708
31419,0.57512563
31420,0.31731707
31421,0.5064529
31422,0.5109201
31423,0.5329657
31424,0.33844745
31425,0.50035733
31426,0.78112054
31427,0.28556892
31428,0.40223274
31429,0.38110557
31430,0.30029956
31431,0.33266115
31432,0.25842124
31433,0.48899823
31434,0.3544495
31435,0.2349852
31436,0.6181895
31437,0.50548774
31438,0.8412004
31439,0.29204985
31440,0.45651802
31441,0.22527811
31442,0.529271
31443,0.33471897
31444,0.36046076
31445,0.228775
31446,0.36858118
31447,0.4269422
31448,0.39197147
31449,0.7441173
31450,0.33222914
31451,0.3172781
31452,0.47318134
31453,0.3584343
31454,0.4343515
31455,0.4214223
31456,0.4336066
31457,0.5217199
31458,0.29426417
31459,0.36858118
31460,0.48462972
31461,0.4056401
31462,0.43207115
31463,0.3362402
31464,0.5998418
31465,0.95204407
31466,0.2716975
31467,0.681597
31468,0.25949392
31469,0.45955914
31470,0.6828793
31471,0.41177958
31472,0.46415386
31473,0.92712146
31474,0.84624094
31475,0.3363326
31476,0.90204996
31477,0.33166862
31478,0.43391824
31479,0.42963016
31480,0.33398604
31481,0.44446233
31482,0.28644726
31483,0.5033117
31484,0.2963522
31485,0.48614568
31486,0.33708608
31487,0.28493637
31488,0.34603918
31489,0.27961278
31490,0.39745587
31491,0.4661447
31492,0.32697266
31493,0.407395
31494,0.8331312
31495,0.44826794
31496,0.29653507
31497,0.54017466
31498,0.9004541
31499,0.6698179
31500,0.8805279
31501,0.76858467
31502,0.32629037
31503,0.4372695
31504,0.53956413
31505,0.94820064
31506,0.33988565
31507,0.80344224
31508,0.2296293
31509,0.40913278
31510,0.21174072
31511,0.58777875
31512,0.4362885
31513,0.39976057
31514,0.38892502
31515,0.44927037
31516,0.34359542
31517,0.24207336
31518,0.36858118
31519,0.4586448
31520,0.88586813
31521,0.3364103
31522,0.76712906
31523,0.6583277
31524,0.36858118
31525,0.36655882
31526,0.42181024
31527,0.2649485
31528,0.91136944
31529,0.4392436
31530,0.33315966
31531,0.4362373
31532,0.88204825
31533,0.7441173
31534,0.7896256
31535,0.7667793
31536,0.43306378
31537,0.5717915
31538,0.34638754
31539,0.36594895
31540,0.40099826
31541,0.31782934
31542,0.5802113
31543,0.255683
31544,0.41640538
31545,0.6755455
31546,0.39980984
31547,0.2845087
31548,0.76712906
31549,0.44713098
31550,0.724868
31551,0.3591451
31552,0.45616233
31553,0.32040712
31554,0.369284
31555,0.32232258
31556,0.40246558
31557,0.33624214
31558,0.369284
31559,0.48926586
31560,0.35586417
